web-scraper-order,web-scraper-start-url,select,select-href,pagination,prod,prod-href,dispo,gtin,marque,gamme,gamer,systeme,taille_ecran,resolution,processeur,type_processeur,ref_proc,freq_processeur,memoire_cache,ram,disque_dur,type_disk,carte_graphic,chipset_carte,connectors,couleur,grantie,prix
"1683666336-30","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","Pc Portable DELL Vostro 3400 i3 11è Gén 8Go 1To + 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3400-i3-11e-gen-8g-1to-256go-ssd-noir.html","En stock","BU-N6004VN3400EMEA01-8G-256S","DELL","VOSTRO 3400","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","8 Go","1To + 256Go SSD","SSD + HDD","Graphique Intégrée","Intel HD","1x USB 2.0 Type-A , 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4,1x RJ-45, 1 prise jack pour casque 3.5 mm","Noir","1 an","1 035,000 DT"
"1683666339-31","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD - Sable","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4go-256go-ssd-sable.html","En stock","82H802M4FG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","4 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Sable","1 an","1 025,000 DT"
"1683666342-32","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4g-256g-ssd.html","En stock","82H802LKFG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3,00 GHz up to 4,10 GHz Turbo max","6 Mo","4 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Gris","1 an","Prix spécial 1 025,000 DT      Ancien prix 1 109,000 DT  -84DT"
"1683666345-33","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4go-256go-ssd-bleu.html","En stock","82H802LLFG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4.10 GHz Turbo max","6 Mo","4 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 1 025,000 DT      Ancien prix 1 109,000 DT  -84DT"
"1683666348-34","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4g-256go-ssd-bleu.html","En stock","BU-82H802LLFG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4.10 GHz Turbo max","6 Mo","4 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 1 025,000 DT      Ancien prix 1 109,000 DT  -84DT"
"1683666351-35","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 8Go 256Go SSD - Gris","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-3-8go-256go-ssd-gris.html","En stock","82KU01QGFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 3","Quad Core","AMD Ryzen™ 3 5300U","2.6 GHz Up to 3.8 GHz Turbo max","4 Mo","8 Go","256 Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Gris","1 an","Prix spécial 1 019,000 DT      Ancien prix 1 165,000 DT  -146DT"
"1683666354-36","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","Pc Portable DELL Vostro 3510 i3 11è Gén 12Go 1To - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-12go-1to-noir.html","En stock","735775-3510-12G","DELL","VOSTRO 3510","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3,00 GHz Up to 4,10 GHz Turbo max","6 Mo","12 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x USB 2.0, 1x HDMI 1.4, 1x RJ45,1x prise jack audio","Noir","1 an","Prix spécial 1 019,000 DT      Ancien prix 1 125,000 DT  -106DT"
"1683666357-37","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","Pc Portable DELL Vostro 3400 i3 11è Gén 12G 1To - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3400-i3-11e-gen-12g-1to-noir.html","En stock","V3400-I3-12G","DELL","VOSTRO 3400","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","12 Go","1 To HDD","HDD","Graphique Intégrée","Intel HD","1x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4,1x RJ-45, 1 prise jack pour casque 3.5 mm","Noir","1 an","1 015,000 DT"
"1683666360-38","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8G 256G SSD -Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8g-256g-ssd-bleu.html","En stock","82H802CSFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","Up to 4.10 GHz Turbo max","6 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation","Bleu","1 an","Prix spécial 1 015,000 DT      Ancien prix 1 085,000 DT  -70DT"
"1683666363-39","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Sable","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8go-256g-ssd-sable.html","En stock","82H802CTFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation","Sable","1 an","1 015,000 DT"
"1683666366-40","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8G 256Go SSD -Gris","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8g-256go-ssd-gris.html","En stock","82H802CQFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","Up to 4,10 GHz Turbo max","6 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1 port USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation","Gris","1 an","Prix spécial 1 015,000 DT      Ancien prix 1 085,000 DT  -70DT"
"1683666369-41","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO V15 AMD RYZEN 3 4Go 256Go SSD - Gris","https://www.mytek.tn/pc-portable-lenovo-v15-amd-ryzen-3-4g-256go-ssd-gris.html","En stock","BU-82C70093FE","LENOVO","V15","Non","","","1366 x 768 pixels","AMD Ryzen 3","Dual Core","AMD Ryzen™ 3 3250U","2.6 GHz up to 3.5 GHz Turbo max","4 Mo","4 Go","256 Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation","Gris","1 an","1 009,000 DT"
"1683666372-42","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15IML05 i3 10è Gén 12Go 1To - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iml05-i3-10e-gen-12g-1to-bleu.html","En arrivage","BU-81WB00XYFG-12G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-10110U","2,10 GHz up to 4,10 GHz Turbo max","4 Mo","12 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation","Bleu","1 an","Prix spécial 1 009,000 DT      Ancien prix 1 089,000 DT  -80DT"
"1683666375-43","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15IML05 i3 10è Gén 8Go 1To - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iml05-i3-10e-gen-8go-1t-bleu.html","En arrivage","BU-81WB00XVFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-10110U","2.10 GHz up to 4.10 GHz Turbo max","4 Mo","8 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","1 009,000 DT"
"1683666378-44","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 8Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-3-8go-256go-ssd-bleu.html","En stock","82KU01Q8FG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 3","Quad Core","AMD Ryzen™ 3 5300U","2.6 GHz Up to 3.8 GHz Turbo max","4 Mo","8 Go","256 Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 1 005,000 DT      Ancien prix 1 179,000 DT  -174DT"
"1683666381-45","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 8Go 256Go SSD","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-3-8go-256go-ssd.html","En stock","82KU01Q7FG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 3","Quad Core","AMD Ryzen™ 3 5300U","2.6 GHz up to 3.8 GHz Turbo max","4 Mo","8 Go","256 Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Gris","1 an","Prix spécial 1 005,000 DT      Ancien prix 1 179,000 DT  -174DT"
"1683666384-46","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","Pc Portable DELL Vostro 3510 i3 11è Gén 4Go 256Go SSD - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3510-i3-11e-gen-4go-256go-ssd-noir.html","En stock","3510-I3-256SSD","DELL","VOSTRO 3510","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","4 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 3.2 Gen 1, 1xUSB-C 3.2 Gen 1, 1xUSB 2.0, 1x HDMI 1.4, 1x RJ45,1xprise jack audio","Noir","1 an","Prix spécial 999,000 DT      Ancien prix 1 225,000 DT  -226DT"
"1683666387-47","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO V15 AMD RYZEN 3 4Go 256Go SSD - Gris","https://www.mytek.tn/pc-portable-lenovo-v15-amd-ryzen-3-4go-256go-ssd-gris.html","En stock","82C70093FE","LENOVO","V15","Non","","","1366 x 768 pixels","AMD Ryzen 3","Dual Core","AMD Ryzen™ 3 3250U","2.6 GHz up to 3.5 GHz Turbo max","4 Mo","4 Go","256 Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation","Gris","1 an","Prix spécial 999,000 DT      Ancien prix 1 129,000 DT  -130DT"
"1683666390-48","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 1To - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4go-1to-bleu.html","En stock","82H8020QFG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","4 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 999,000 DT      Ancien prix 1 049,000 DT  -50DT"
"1683666393-49","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 4Go 1To - Sable","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-4go-1to-sable.html","En stock","82H8020SFG","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","4 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Sable","1 an","Prix spécial 999,000 DT      Ancien prix 1 049,000 DT  -50DT"
"1683666396-50","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=3","PC Portable LENOVO IdeaPad 3 15IML05 i3 10è Gén 8Go 1To - Gris","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iml05-i3-10e-gen-8go-1to-gris.html","En stock","81WB00XWFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-10110U","2,10 GHz up to 4,10 GHz Turbo max","4 Mo","8 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Gris","1 an","999,000 DT"
"1683666402-51","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","PC Portable LENOVO IdeaPad 3 15ALC6 AMD RYZEN 3 12Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15alc6-amd-ryzen-3-12g-256go-ssd-bleu.html","En arrivage","82KU01QFFG-12G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","AMD Ryzen 3","Quad Core","AMD Ryzen™ 3 5300U","2.6GHz up to 3.8GHz Turbo max","4 Mo","12 Go","256 Go SSD","SSD","AMD Radeon","AMD Radeon","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 1 065,000 DT      Ancien prix 1 199,000 DT  -134DT"
"1683666405-52","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8g-256g-ssd-silver.html","En stock","82H802LKFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3,00 GHz up to 4,10 GHz Turbo max","6 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Gris","1 an","Prix spécial 1 059,000 DT      Ancien prix 1 145,000 DT  -86DT"
"1683666408-53","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8go-256go-ssd-bleu.html","En stock","82H802LLFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4.10 GHz Turbo max","6 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 1 059,000 DT      Ancien prix 1 145,000 DT  -86DT"
"1683666411-54","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","PC Portable LENOVO IdeaPad 3 15ITL6 i3 11è Gén 8Go 256Go SSD - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15itl6-i3-11e-gen-8g-256go-ssd-bleu.html","En stock","BU-82H802LLFG-8G","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4.10 GHz Turbo max","6 Mo","8 Go","256 Go SSD","SSD","Graphique Intégrée","Intel UHD","1x USB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","Prix spécial 1 059,000 DT      Ancien prix 1 145,000 DT  -86DT"
"1683666414-55","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","Pc Portable DELL Vostro 3400 i3 11è Gén 16G 1To - Noir","https://www.mytek.tn/pc-portable-dell-vostro-3400-i3-11e-gen-16g-1to-noir.html","En stock","V3400-I3-16G","DELL","VOSTRO 3400","Non","","","1366 x 768 pixels","Intel Core i3","Dual Core","Intel Core i3-1115G4","3.00 GHz up to 4,10 GHz Turbo max","6 Mo","16 Go","1 To HDD","HDD","Graphique Intégrée","Intel HD","1x USB 2.0 Type-A, 2x USB 3.2 Gen 1 Type-A, 1x HDMI 1.4,1x RJ-45, 1 prise jack pour casque 3.5 mm","Noir","1 an","1 055,000 DT"
"1683666417-56","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","PC Portable LENOVO V15 G2 ITL i3 11è Gén 4Go 1To - Noir","https://www.mytek.tn/pc-portable-lenovo-v15-g2-itl-i3-11e-gen-4go-1to-noir-82kb000efe.html","En stock","82KB000EFE","LENOVO","V15 G2 ITL","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel® Core™ i3-1115G4","3,00 GHz up to 4,10 GHz Turbo max","6 Mo","4 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1xUSB 2.0, 1x USB 3.2 Gen 1, 1x USB-C 3.2 Gen 1, 1x HDMI 1.4b, 1xRJ-45, 1x prise combinée casque/microphone (3,5 mm), 1x connecteur d'alimentation","Noir","1 an","1 055,000 DT"
"1683666420-57","https://www.mytek.tn/","Ordinateurs portables","https://www.mytek.tn/informatique/ordinateurs-portables.html","https://www.mytek.tn/informatique/ordinateurs-portables.html?p=4","PC Portable LENOVO IdeaPad 3 15IML05 i3 10è Gén 12Go 1To - Bleu","https://www.mytek.tn/pc-portable-lenovo-ideapad-3-15iml05-i3-10e-gen-12go-1t-bleu.html","En stock","","LENOVO","IDEAPAD 3","Non","","","1920 x 1080 pixels","Intel Core i3","Dual Core","Intel Core i3-10110U","2.10 GHz up to 4.10 GHz Turbo max","4 Mo","12 Go","1 To HDD","HDD","Graphique Intégrée","Intel UHD","1x USB 2.0, 2x USB 3.2 Gen 1, 1x HDMI 1.4b, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte","Bleu","1 an","1 055,000 DT"
